,epoch 10,epoch 20,epoch 30,epoch 40,epoch 50,epoch 60,epoch 70,epoch 80,epoch 90,best
nc1,0.5815482949189996,0.5381911584623811,0.5259940785911817,0.5236294134383102,0.5035683352085382,0.49909762934657204,0.46178021718272794,0.39025797661405603,0.3681600189691651,0.36920685471803255
nc2_mean,-0.0069252752183640446,-0.00878355846151231,-0.008980638763856689,-0.009048159611190093,-0.009309611400238636,-0.009622749510663239,-0.010003608475173264,-0.010011798775149187,-0.010024827183235599,-0.010026661969322176
nc2_std,0.24424195719192596,0.20599987228159236,0.19140523978560944,0.1785041323027392,0.17326349849533404,0.17382746014353034,0.071368278962335,0.06537380718179657,0.056906799707822905,0.057189778629884766
nc3_mean,0.4691749381624454,0.5387236524532847,0.5695585959573057,0.5791541195139408,0.5961064426054918,0.6070157442346155,0.6096444748919909,0.677878701391704,0.6859322163141234,0.6856418266521748
nc3_std,0.04382195954701371,0.049392521179647216,0.0561794175689581,0.05848570372198518,0.06129805354076708,0.054356202529471785,0.05193044650592224,0.05148433002560047,0.04709987383088208,0.04665569327256346
nc4,0.6172,0.7506,0.81064,0.83422,0.85648,0.86118,0.97424,0.97608,0.97858,0.97844
